date	TEM_max	TEM_min
2008-5-21	15.68	6.62
2008-5-22	18.99	7.34
2008-5-23	18.63	8.36
2008-5-24	21.9	7.57
2008-5-25	24.63	6.96
2008-5-26	28.71	15.39
2008-5-27	20.37	8.49
2008-5-28	19.74	3.45
2008-5-29	23.39	4.26
2008-5-30	27.06	12.84
2008-5-31	26.29	17.28
2008-6-1	25.3	13.52
2008-6-2	29.31	10.82
2008-6-3	22.64	16.54
2008-6-4	27.53	17.82
2008-6-5	31.18	20.34
2008-6-6	32.96	21.27
2008-6-7	29.67	21.52
2008-6-8	33.55	22.15
2008-6-9	31.09	20.79
2008-6-10	25.55	17.03
2008-6-11	29.97	16.36
2008-6-12	30.82	19.02
2008-6-13	27.22	20.41
2008-6-14	27.94	17.48
2008-6-15	29.31	16.02
2008-6-16	24.63	11.42
2008-6-17	21.43	9.89
2008-6-18	21.74	10.48
2008-6-19	25.21	9.62
2008-6-20	28.07	9.33
2008-6-21	25.37	14.4
2008-6-22	25.82	13.07
2008-6-23	23.82	11.2
2008-6-24	26.16	12.08
2008-6-25	24.69	14.11
2008-6-26	29.04	17.6
2008-6-27	28.05	18.14
2008-6-28	27.56	17.06
2008-6-29	23.23	14.4
2008-6-30	23.71	13.23
2008-7-1	26.18	9.89
2008-7-2	28.79	14.87
2008-7-3	21.63	15.52
2008-7-4	24.47	12.78
2008-7-5	26.45	10.46
2008-7-6	28.68	10.57
2008-7-7	29.54	15.95
2008-7-8	28.41	20.3
2008-7-9	25.37	14.56
2008-7-10	27.64	13.21
2008-7-11	29.45	15.68
2008-7-12	28.43	20.64
2008-7-13	25.73	15.03
2008-7-14	26	13.27
2008-7-15	30.22	11.42
2008-7-16	30.76	18.03
2008-7-17	30.98	16.86
2008-7-18	30.67	17.57
2008-7-19	28.75	21.63
2008-7-20	29.11	18.29
2008-7-21	29.27	17.26
2008-7-22	27.04	15.46
2008-7-23	26.61	14.11
2008-7-24	27.28	11.83
2008-7-25	27.67	10.43
2008-7-26	28.98	12.26
2008-7-27	28.3	10.79
2008-7-28	31.43	15.93
2008-7-29	31.72	14.51
2008-7-30	29.79	20.93
2008-7-31	31.01	19.04
2008-8-1	30.84	17.06
2008-8-2	28.32	14.4
2008-8-3	28.95	12.21
2008-8-4	28.62	15.75
2008-8-5	29.24	19.33
2008-8-6	28.75	17.48
2008-8-7	27.19	15.32
2008-8-8	25.59	13.14
2008-8-9	26.11	10.66
2008-8-10	23.84	8.79
2008-8-11	26.59	12.23
2008-8-12	28.54	10.05
2008-8-13	25.78	15.17
2008-8-14	27.42	12.8
2008-8-15	26.77	10.91
2008-8-16	27.92	11.56
2008-8-17	28.95	11.52
2008-8-18	30.26	14.36
2008-8-19	26.86	12.71
2008-8-20	29.69	12.14
2008-8-21	31.48	12.03
2008-8-22	30.82	19.36
2008-8-23	33.68	18.43
2008-8-24	29.74	15.82
2008-8-25	27.15	13.11
2008-8-26	28.05	10.01
2008-8-27	31.14	13.79
2008-8-28	29.22	16.92
2008-8-29	30.84	14.11
2008-8-30	32.38	11.52
2008-8-31	32.83	11.18
2008-9-1	33.51	10.99
2008-9-2	35.17	14.17
2008-9-3	33.98	15.21
2008-9-4	24.47	18.72
2008-9-5	25.3	16.81
2008-9-6	24.92	13.63
2008-9-7	24.06	11.02
2008-9-8	25.35	10.86
2008-9-9	21.27	9.35
2008-9-10	24.04	6.38
2008-9-11	27.42	8.49
2008-9-12	23.01	19.24
2008-9-13	30.93	19.78
2008-9-14	25.35	15.34
2008-9-15	20.73	13.23
2008-9-16	21.92	9.49
2008-9-17	27.6	8.29
2008-9-18	24.87	9.01
2008-9-19	25.48	6.94
2008-9-20	28.37	8.94
2008-9-21	28.09	10.79
2008-9-22	26.97	11.74
2008-9-23	28.43	10.73
2008-9-24	28.59	10.25
2008-9-25	28.82	9.56
2008-9-26	27.08	11.65
2008-9-27	26.29	10.48
2008-9-28	26.45	8.9
2008-9-29	23.68	14.53
2008-9-30	20.39	9.73
2008-10-1	15.93	5.7
2008-10-2	16.24	1.83
2008-10-3	16.47	3.56
2008-10-4	17.1	-0.52
2008-10-5	19.49	0.14
2008-10-6	20.51	10.16
2008-10-7	21.47	7.14
2008-10-8	20.41	8.07
2008-10-9	22.28	4.76
2008-10-10	23.97	1.78
2008-10-11	28.95	8.18
2008-10-12	30.24	7.12
2008-10-13	28.91	7.26
2008-10-14	21.34	14.4
2008-10-15	21.94	12.12
2008-10-16	15.37	7.17
2008-10-17	16.49	6.17
2008-10-18	16.63	0.36
2008-10-19	15.64	-1.76
2008-10-20	21.16	1.22
2008-10-21	12.44	-1.96
2008-10-22	13.04	-4.72
2008-10-23	16.31	-1.39
2008-10-24	9.53	4.62
2008-10-25	9.96	5.84
2008-10-26	15.98	2.68
2008-10-27	7.1	0.32
2008-10-28	4.53	-1.98
2008-10-29	10.09	-1.48
2008-10-30	13.97	-5.17
2008-10-31	21.49	2.95
2008-11-1	14.33	3.67
2008-11-2	15.64	4.48
2008-11-3	22.71	9.49
2008-11-4	22.37	5.34
2008-11-5	22.28	3.45
2008-11-6	22.92	7.14
2008-11-7	17.96	4.69
2008-11-8	5.77	2.71
2008-11-9	3.52	0.07
2008-11-10	1.02	-4.79
2008-11-11	3.31	-7.52
2008-11-12	11.31	2.01
2008-11-13	12.06	8.54
2008-11-14	13.09	6.89
2008-11-15	6.78	1.98
2008-11-16	2.03	0.11
2008-11-17	0.81	-5.44
2008-11-18	-0.29	-8.78
2008-11-19	3.43	-6.9
2008-11-20	2.79	-4.78
2008-11-21	-1.92	-8.58
2008-11-22	-1.03	-9.78
2008-11-23	4.24	-11.42
2008-11-24	2.62	-3.59
2008-11-25	2.52	-0.52
2008-11-26	5.05	-4.61
2008-11-27	6.67	-7.16
2008-11-28	5.38	-3.87
2008-11-29	6.94	-7.75
2008-11-30	1.56	-0.41
2008-12-1	2.28	-2.77
2008-12-2	-2.37	-6.62
2008-12-3	4.33	-2.41
2008-12-4	1.22	-7.67
2008-12-5	-6.96	-10.64
2008-12-6	-0.88	-9.38
2008-12-7	-4.28	-9.13
2008-12-8	2.01	-8.33
2008-12-9	8.07	0.34
2008-12-10	0.18	-6.2
2008-12-11	-0.11	-9.58
2008-12-12	-2.41	-11.88
2008-12-13	2.88	-11.19
2008-12-14	11.33	2.21
2008-12-15	11.78	-10.13
2008-12-16	-5.78	-11.02
2008-12-17	-3.74	-7.68
2008-12-18	-2.53	-9.86
2008-12-19	0.32	-7.07
2008-12-20	-4.23	-7.26
2008-12-21	-3.26	-19.86
2008-12-22	-12.17	-19.54
2008-12-23	1.15	-15.84
2008-12-24	6.22	-8.29
2008-12-25	-4.28	-11.13
2008-12-26	8.72	-5.92
2008-12-27	17.71	8.24
2008-12-28	13.95	-2.9
2008-12-29	7.17	-3.92
2008-12-30	3.43	-3.49
2008-12-31	-0.88	-7.89
2009-1-1	-0.07	-8.46
2009-1-2	0.63	-9.56
2009-1-3	1.04	-10.3
2009-1-4	3.83	-3.28
2009-1-5	-0.86	-9.51
2009-1-6	-2.94	-11.24
2009-1-7	-0.49	-7.27
2009-1-8	-4.72	-10.64
2009-1-9	-4.55	-14.38
2009-1-10	-3.29	-9.15
2009-1-11	-3.52	-13.57
2009-1-12	-1.76	-10.53
2009-1-13	1.22	-17.9
2009-1-14	-11.62	-19.52
2009-1-15	-13.42	-25.88
2009-1-16	-14.84	-28.63
2009-1-17	-2.57	-26.15
2009-1-18	-4.55	-13.24
2009-1-19	-7.62	-16.61
2009-1-20	-9.19	-20.58
2009-1-21	-3.07	-16.92
2009-1-22	0.79	-10.18
2009-1-23	3.13	-9.77
2009-1-24	-3.45	-16.26
2009-1-25	-8.94	-18.53
2009-1-26	-6.74	-16.6
2009-1-27	-6.39	-13.01
2009-1-28	-5.36	-14.6
2009-1-29	-3.04	-14.78
2009-1-30	-7.82	-15.88
2009-1-31	0.47	-20.72
2009-2-1	4.31	-3.67
2009-2-2	0.34	-12.19
2009-2-3	-5.69	-14.82
2009-2-4	-9.13	-18.86
2009-2-5	-6.53	-17.73
2009-2-6	1.51	-16.69
2009-2-7	10.77	0.49
2009-2-8	8.49	-2.75
2009-2-9	6.58	-5.41
2009-2-10	15.21	5.38
2009-2-11	13.43	1.51
2009-2-12	5.36	1.06
2009-2-13	5.21	-2.09
2009-2-14	1.49	-3.1
2009-2-15	0.34	-6.04
2009-2-16	0.59	-6.54
2009-2-17	4.91	-5.76
2009-2-18	5.97	-2.38
2009-2-19	-2.74	-8.32
2009-2-20	-1.98	-9.56
2009-2-21	0.99	-9.89
2009-2-22	-1.6	-9.27
2009-2-23	-3.01	-13.26
2009-2-24	0.83	-15.29
2009-2-25	11.13	-3.38
2009-2-26	12.06	0.07
2009-2-27	12.44	-3.54
2009-2-28	-1.6	-7.44
2009-3-1	-4.46	-9.81
2009-3-2	-4.79	-13.38
2009-3-3	-1.03	-15.23
2009-3-4	4.8	-7.13
2009-3-5	16	-2.52
2009-3-6	18.84	8.07
2009-3-7	17.51	6.4
2009-3-8	14.87	2.52
2009-3-9	7.08	1.11
2009-3-10	15.46	3.63
2009-3-11	14.56	-3.23
2009-3-12	-0.09	-6.04
2009-3-13	4.76	-6.67
2009-3-14	10.75	-5.98
2009-3-15	14.11	-3.18
2009-3-16	17.26	1.13
2009-3-17	20.89	0.32
2009-3-18	14.64	5.63
2009-3-19	10.01	-3.01
2009-3-20	6.06	-6.21
2009-3-21	13.43	-2.83
2009-3-22	17.31	-1.51
2009-3-23	2.05	-1.78
2009-3-24	16.7	1.4
2009-3-25	15.62	5.86
2009-3-26	14.08	1.67
2009-3-27	16.07	-1.28
2009-3-28	12.46	0.54
2009-3-29	5.81	0.88
2009-3-30	11.44	-1.78
2009-3-31	12.78	2.17
2009-4-1	12.93	2.3
2009-4-2	19.6	5.46
2009-4-3	9.33	2.09
2009-4-4	11.08	0.21
2009-4-5	8	0.52
2009-4-6	4.59	-1.17
2009-4-7	4.69	-1.48
2009-4-8	11.74	-1.42
2009-4-9	14.67	-0.81
2009-4-10	9.31	3.67
2009-4-11	11.4	-0.65
2009-4-12	12.26	-2.36
2009-4-13	5.86	1.42
2009-4-14	5.86	3.58
2009-4-15	14.78	3.13
2009-4-16	18.07	0.97
2009-4-17	21.41	1.31
2009-4-18	22.51	4.8
2009-4-19	15.09	7.08
2009-4-20	8.72	4.98
2009-4-21	7.46	2.43
2009-4-22	13.99	2.62
2009-4-23	17.17	-0.7
2009-4-24	28.68	12.51
2009-4-25	27.96	17.98
2009-4-26	28.09	16.07
2009-4-27	27.11	16.41
2009-4-28	17.12	8.99
2009-4-29	12.53	7.01
2009-4-30	19.65	9.26
2009-5-1	18.86	5.23
2009-5-2	18.57	4.8
2009-5-3	20.03	5.63
2009-5-4	20.21	8.72
2009-5-5	21.83	7.46
2009-5-6	19.06	8.29
2009-5-7	23.25	6.83
2009-5-8	21.97	12.59
2009-5-9	16.27	7.12
2009-5-10	17.62	4.03
2009-5-11	17.33	5.79
2009-5-12	19.83	2.19
2009-5-13	19.6	10.16
2009-5-14	21.68	9.71
2009-5-15	20.66	6.49
2009-5-16	17.26	7.08
2009-5-17	15.68	2.84
2009-5-18	18.79	1.78
2009-5-19	23.79	8.58
2009-5-20	27.92	7.8
2009-5-21	28.41	12.14
2009-5-22	25.26	15.12
2009-5-23	28.86	10.79
2009-5-24	27.42	15.41
2009-5-25	23.32	14.11
2009-5-26	28.39	14.44
2009-5-27	28.07	17.33
2009-5-28	20.26	12.76
2009-5-29	24.89	9.58
2009-5-30	24.42	8.32
2009-5-31	21.79	10.46
2009-6-1	27.89	11.72
2009-6-2	19.19	12.46
2009-6-3	18.77	10.43
2009-6-4	20.87	8.61
2009-6-5	23.86	6.69
2009-6-6	27.15	12.01
2009-6-7	26.25	16.43
2009-6-8	27.13	16.92
2009-6-9	23.41	13.59
2009-6-10	23.48	13.29
2009-6-11	19.31	14.71
2009-6-12	24.54	13.34
2009-6-13	23.27	13.92
2009-6-14	26.47	13.49
2009-6-15	27.36	14.24
2009-6-16	26.52	14.49
2009-6-17	26.74	16.43
2009-6-18	27.36	14.71
2009-6-19	28.48	18.72
2009-6-20	28.93	20.03
2009-6-21	29.69	18.36
2009-6-22	29.27	18.84
2009-6-23	31.01	16.83
2009-6-24	34.32	19.81
2009-6-25	34.04	21.7
2009-6-26	30.44	19.13
2009-6-27	29.92	17.71
2009-6-28	27.87	17.39
2009-6-29	25.64	15.46
2009-6-30	22.84	15.26
2009-7-1	20.23	13.99
2009-7-2	20.55	12.89
2009-7-3	25.08	13.27
2009-7-4	22.56	11.06
2009-7-5	27.92	13.02
2009-7-6	28.28	13.68
2009-7-7	26.21	15.34
2009-7-8	25.93	13.27
2009-7-9	27.89	16.76
2009-7-10	29.33	15.41
2009-7-11	28.62	16.16
2009-7-12	25.91	13.47
2009-7-13	26.11	11.47
2009-7-14	26.54	10.03
2009-7-15	27.69	15.34
2009-7-16	27.4	15.6
2009-7-17	21.49	15.17
2009-7-18	22.96	13.21
2009-7-19	24.11	12.14
2009-7-20	26.54	12.37
2009-7-21	27.02	13
2009-7-22	21.92	17.87
2009-7-23	25.68	15.48
2009-7-24	27.22	12.8
2009-7-25	25.68	18.52
2009-7-26	26.04	15.03
2009-7-27	28.17	13.74
2009-7-28	28.52	18.84
2009-7-29	25.35	14.76
2009-7-30	25.1	10.82
2009-7-31	26.18	14.49
2009-8-1	25.46	13.49
2009-8-2	24.24	13
2009-8-3	28.23	11.38
2009-8-4	28.01	17.64
2009-8-5	27.11	14.85
2009-8-6	26.09	11.72
2009-8-7	25.37	12.51
2009-8-8	29.83	17.19
2009-8-9	32.94	21.47
2009-8-10	30.78	21.32
2009-8-11	28.95	18.72
2009-8-12	27.42	15.66
2009-8-13	29.49	13.54
2009-8-14	30.46	14.33
2009-8-15	30.67	14.38
2009-8-16	32.89	18.16
2009-8-17	25.68	20.73
2009-8-18	27.38	19.6
2009-8-19	28.17	17.14
2009-8-20	25.82	18.46
2009-8-21	24.54	16.29
2009-8-22	20.03	14.96
2009-8-23	21.54	14.08
2009-8-24	25.14	10.84
2009-8-25	26.23	11.2
2009-8-26	25.01	14.19
2009-8-27	20.51	13.7
2009-8-28	19.76	16.38
2009-8-29	21.38	11.81
2009-8-30	19.56	10.95
2009-8-31	21.99	7.34
2009-9-1	22.42	6.69
2009-9-2	23.63	7.01
2009-9-3	25.12	9.06
2009-9-4	25.64	9.67
2009-9-5	26.32	10.41
2009-9-6	24.85	12.19
2009-9-7	19.04	15.19
2009-9-8	22.01	16.88
2009-9-9	25.68	15.95
2009-9-10	25.91	15.79
2009-9-11	25.33	13.09
2009-9-12	23.71	11.54
2009-9-13	25.68	8.45
2009-9-14	27.02	13.11
2009-9-15	26.97	14.19
2009-9-16	21.11	11.27
2009-9-17	22.24	9.13
2009-9-18	23.95	7.14
2009-9-19	22.24	9.01
2009-9-20	24.38	9.53
2009-9-21	25.14	17.22
2009-9-22	27.22	16.65
2009-9-23	24.92	17.93
2009-9-24	22.33	15.88
2009-9-25	22.58	11.49
2009-9-26	22.15	14.24
2009-9-27	22.49	13.43
2009-9-28	17.03	10.41
2009-9-29	15.54	8.74
2009-9-30	14.04	5.54
2009-10-1	16.52	0.02
2009-10-2	16.13	9.42
2009-10-3	14.96	8.88
2009-10-4	14.6	4.12
2009-10-5	17.69	3.31
2009-10-6	17.08	4.64
2009-10-7	14.83	5.7
2009-10-8	13.04	2.91
2009-10-9	11.06	7.39
2009-10-10	13.61	1.31
2009-10-11	9.53	0.66
2009-10-12	8.88	3.86
2009-10-13	10.37	2.59
2009-10-14	6.27	2.93
2009-10-15	7.3	0.86
2009-10-16	7.57	2.52
2009-10-17	9.26	-0.41
2009-10-18	10.66	-3.61
2009-10-19	16.49	1.42
2009-10-20	19.13	7.03
2009-10-21	21.47	9.13
2009-10-22	17.48	8.18
2009-10-23	17.55	7.79
2009-10-24	9.67	1.64
2009-10-25	16.41	0.38
2009-10-26	18.52	5.81
2009-10-27	12.19	10.07
2009-10-28	16.43	9.35
2009-10-29	14.85	6.53
2009-10-30	20.43	11.72
2009-10-31	11.81	4.96
2009-11-1	11.29	-0.32
2009-11-2	13.72	1.22
2009-11-3	8.2	-1.11
2009-11-4	10.16	-0.99
2009-11-5	11.83	0.36
2009-11-6	12.01	-1.56
2009-11-7	19.92	5.77
2009-11-8	20.64	3.88
2009-11-9	18.54	9.03
2009-11-10	13.34	5.91
2009-11-11	11.29	0.95
2009-11-12	11.83	-0.63
2009-11-13	14.58	-1.92
2009-11-14	18.66	5.66
2009-11-15	13.95	7.71
2009-11-16	7.84	4.8
2009-11-17	10.27	4.44
2009-11-18	8.04	6.49
2009-11-19	9.4	4.4
2009-11-20	10.5	5.81
2009-11-21	12.91	1.17
2009-11-22	12.98	0.47
2009-11-23	11.22	4.59
2009-11-24	9.84	3.83
2009-11-25	9.92	5.41
2009-11-26	5.32	2.86
2009-11-27	4.19	-2.52
2009-11-28	10.41	-3.62
2009-11-29	11.94	1.22
2009-11-30	4.42	0.11
2009-12-1	11.24	0.34
2009-12-2	4.78	-1.06
2009-12-3	4.62	-1.08
2009-12-4	-1.19	-5.34
2009-12-5	-3.15	-8.49
2009-12-6	2.34	-8.61
2009-12-7	-0.24	-4.96
2009-12-8	1.83	-5.86
2009-12-9	5.03	-8.36
2009-12-10	-8.43	-13.87
2009-12-11	-2.49	-10.68
2009-12-12	3.47	-11.11
2009-12-13	3.24	0.74
2009-12-14	6.74	1.13
2009-12-15	2.97	-7.54
2009-12-16	-3.21	-10.37
2009-12-17	0.41	-10.21
2009-12-18	1.71	-1.22
2009-12-19	0.63	-4.45
2009-12-20	-0.77	-5.37
2009-12-21	-0.79	-3.59
2009-12-22	-1.17	-3.44
2009-12-23	-1.98	-4.52
2009-12-24	0.95	-3.35
2009-12-25	5.95	-1.33
2009-12-26	0.11	-3.87
2009-12-27	-2.86	-8.1
2009-12-28	-0.43	-8.7
2009-12-29	-0.7	-10.19
2009-12-30	-0.09	-10.08
2009-12-31	1.62	-5.94
2010-1-1	-6.09	-14.22
2010-1-2	-7.75	-16.8
2010-1-3	-5.76	-19.81
2010-1-4	-2.97	-6.72
2010-1-5	-0.92	-4.14
2010-1-6	-4.03	-6.8
2010-1-7	-5.39	-9.4
2010-1-8	-4.05	-9.68
2010-1-9	-6.38	-16.45
2010-1-10	-6.49	-17.49
2010-1-11	-4.21	-10.01
2010-1-12	-3.88	-9.98
2010-1-13	0.63	-9.99
2010-1-14	3.36	-6.04
2010-1-15	3.18	0.27
2010-1-16	0.61	-1.71
2010-1-17	0.45	-4.97
2010-1-18	-0.13	-4.48
2010-1-19	0.18	-1.71
2010-1-20	-0.18	-4.4
2010-1-21	0.95	-4.88
2010-1-22	1.98	-0.38
2010-1-23	4.73	0.34
2010-1-24	10.63	2.64
2010-1-25	2.77	-3.85
2010-1-26	-3.99	-7.98
2010-1-27	-3.23	-10.87
2010-1-28	-2.74	-14.31
2010-1-29	-6.58	-14.28
2010-1-30	-4.45	-14.89
2010-1-31	-2.94	-13.19
2010-2-1	-1.35	-13.44
2010-2-2	0.81	-4.99
2010-2-3	-0.47	-3.35
2010-2-4	0.86	-8.21
2010-2-5	0.25	-2.44
2010-2-6	-2.32	-7.44
2010-2-7	-1.08	-11.5
2010-2-8	-1.15	-15.41
2010-2-9	-2.97	-6.52
2010-2-10	-1.8	-8.21
2010-2-11	-1.8	-4.54
2010-2-12	-2.72	-6.11
2010-2-13	-1.64	-11.17
2010-2-14	-0.92	-12.99
2010-2-15	-1.92	-17.76
2010-2-16	-0.13	-5
2010-2-17	0.79	-4.41
2010-2-18	3.22	-5.68
2010-2-19	2.86	-8.43
2010-2-20	2.91	-5.69
2010-2-21	5.25	-2.31
2010-2-22	1.58	-1.15
2010-2-23	1.98	-1.37
2010-2-24	-0.52	-6.32
2010-2-25	-1.94	-6.18
2010-2-26	-0.13	-3.01
2010-2-27	1.56	-1.92
2010-2-28	3.43	-0.32
2010-3-1	4.39	-2.38
2010-3-2	0.52	-5.71
2010-3-3	4.44	-3.66
2010-3-4	4.26	-4.64
2010-3-5	5.54	-6.78
2010-3-6	7.12	-7.46
2010-3-7	10.43	-5.71
2010-3-8	13.97	-1.48
2010-3-9	15.05	-2.57
2010-3-10	17.67	5.29
2010-3-11	17.03	5.86
2010-3-12	14.22	8.45
2010-3-13	10.14	4.24
2010-3-14	5.57	3.27
2010-3-15	8.86	3.61
2010-3-16	16.88	0.18
2010-3-17	17.62	-0.36
2010-3-18	17.78	-0.38
2010-3-19	17.84	3.54
2010-3-20	9.8	2.23
2010-3-21	10.91	0.45
2010-3-22	8.63	3.29
2010-3-23	14.22	2.46
2010-3-24	14.51	-0.7
2010-3-25	8.81	0.66
2010-3-26	5.36	-5.01
2010-3-27	10.97	-3.43
2010-3-28	8.47	2.71
2010-3-29	11.52	0.9
2010-3-30	14.42	-2.88
2010-3-31	22.84	3.27
2010-4-1	25.89	8.88
2010-4-2	27.19	11.72
2010-4-3	20.66	6.15
2010-4-4	22.44	1.69
2010-4-5	23.5	10.41
2010-4-6	27.42	16.36
2010-4-7	22.17	14.49
2010-4-8	15.09	1.83
2010-4-9	9.06	0.16
2010-4-10	21.29	-1.58
2010-4-11	17.96	8.65
2010-4-12	18.88	4.14
2010-4-13	15.21	7.12
2010-4-14	23.48	5.43
2010-4-15	28.86	8.68
2010-4-16	18.07	6.94
2010-4-17	11.04	1.87
2010-4-18	14.42	-1.03
2010-4-19	17.69	-0.02
2010-4-20	18.82	4.12
2010-4-21	21.7	3.63
2010-4-22	19.62	5
2010-4-23	18.74	3.78
2010-4-24	15.77	6.7
2010-4-25	17.42	9.92
2010-4-26	17.39	8.52
2010-4-27	13.04	3.24
2010-4-28	16.52	1.33
2010-4-29	21.77	2.07
2010-4-30	26.11	10.41
2010-5-1	22.03	17.55
2010-5-2	24.02	15.57
2010-5-3	22.96	11.89
2010-5-4	23.61	9.06
2010-5-5	24.97	12.55
2010-5-6	19.4	8.83
2010-5-7	22.15	9.62
2010-5-8	11.76	4.59
2010-5-9	13.47	2.54
2010-5-10	14.81	-0.02
2010-5-11	14.28	6.02
2010-5-12	10.93	8.29
2010-5-13	26.92	7.82
2010-5-14	19.92	9.96
2010-5-15	19.76	7.41
2010-5-16	17.06	10.63
2010-5-17	14.71	9.96
2010-5-18	12.84	10.48
2010-5-19	22.22	8.41
2010-5-20	25.87	8.27
2010-5-21	23.27	15.54
2010-5-22	24.2	15.71
2010-5-23	28.39	13.34
2010-5-24	30.55	18.21
2010-5-25	29.41	17.06
2010-5-26	31.05	17.39
2010-5-27	29.76	20.37
2010-5-28	29.72	17.01
2010-5-29	29.92	17.71
2010-5-30	31.46	15.77
2010-5-31	27.69	18.66
2010-6-1	27.76	17.48
2010-6-2	25.62	18.01
2010-6-3	26.43	17.51
2010-6-4	29.38	14.22
2010-6-5	24.85	19.4
2010-6-6	24.72	14.38
2010-6-7	22.06	11.58
2010-6-8	21.13	10.32
2010-6-9	26.95	15.21
2010-6-10	26.61	14.13
2010-6-11	29	18.14
2010-6-12	29.92	20.62
2010-6-13	25.73	18.93
2010-6-14	29	20.06
2010-6-15	27.47	18.9
2010-6-16	26.61	17.64
2010-6-17	27.62	15.79
2010-6-18	31.34	16.76
2010-6-19	28.91	19.29
2010-6-20	27.78	16.76
2010-6-21	28.12	18.18
2010-6-22	30.57	20.82
2010-6-23	29.76	19.98
2010-6-24	26.27	17.73
2010-6-25	28.14	14.64
2010-6-26	30.93	16.22
2010-6-27	30.03	19.04
2010-6-28	27.42	19.69
2010-6-29	23.41	12.68
2010-6-30	22.73	9.51
2010-7-1	25.1	12.03
2010-7-2	26.77	10.41
2010-7-3	29.16	10.37
2010-7-4	32.44	14.31
2010-7-5	31.86	20.41
2010-7-6	32.27	17.89
2010-7-7	33.55	19.92
2010-7-8	31.14	19.67
2010-7-9	28.86	19.81
2010-7-10	29.65	17.06
2010-7-11	29.81	17.42
2010-7-12	29.11	18.66
2010-7-13	29.07	18.46
2010-7-14	31.38	16.99
2010-7-15	33.17	19.62
2010-7-16	30.76	17.39
2010-7-17	31.41	16.79
2010-7-18	30.17	17.08
2010-7-19	29.74	20.66
2010-7-20	27.6	19.38
2010-7-21	31.46	19.13
2010-7-22	30.76	17.31
2010-7-23	33.75	22.33
2010-7-24	32.81	22.22
2010-7-25	27.96	17.03
2010-7-26	29.58	14.08
2010-7-27	30.8	15.07
2010-7-28	31.97	18.86
2010-7-29	27.02	17.35
2010-7-30	28.86	15.09
2010-7-31	25.35	16.61
2010-8-1	30.26	14.78
2010-8-2	30.64	16.45
2010-8-3	29.2	20.96
2010-8-4	28.41	20.96
2010-8-5	30.08	17.33
2010-8-6	27.19	15.23
2010-8-7	27.67	14.69
2010-8-8	29.76	17.2
2010-8-9	30.71	18.36
2010-8-10	34.07	19.42
2010-8-11	30.64	21.45
2010-8-12	30.53	20.12
2010-8-13	32.38	19.67
2010-8-14	28.98	20.17
2010-8-15	31.68	18.25
2010-8-16	26.9	13.88
2010-8-17	28.17	13.57
2010-8-18	28.28	16.45
2010-8-19	31.09	14.19
2010-8-20	32.24	17.08
2010-8-21	25.23	19.29
2010-8-22	28.17	19.94
2010-8-23	26.23	16.99
2010-8-24	26.27	16.83
2010-8-25	26.47	13.66
2010-8-26	23.97	10.52
2010-8-27	27.87	7.59
2010-8-28	30.37	9.82
2010-8-29	34.27	14.17
2010-8-30	33.57	18.25
2010-8-31	32.85	18.43
2010-9-1	32.04	19.44
2010-9-2	26.41	21.09
2010-9-3	24.18	14.83
2010-9-4	19.89	9.08
2010-9-5	23.86	7.41
2010-9-6	28.93	14.26
2010-9-7	29.22	16.69
2010-9-8	21.9	9.03
2010-9-9	21.83	5.32
2010-9-10	24.47	6.81
2010-9-11	15.98	9.96
2010-9-12	26.27	11.61
2010-9-13	29.36	12.1
2010-9-14	25.87	8.83
2010-9-15	26.63	9.51
2010-9-16	25.89	14.19
2010-9-17	21.72	10.01
2010-9-18	25.21	8.54
2010-9-19	25.08	13.95
2010-9-20	25.66	13.54
2010-9-21	33.39	13.04
2010-9-22	25.59	14.96
2010-9-23	33.84	14.17
2010-9-24	27.94	15.19
2010-9-25	17.31	11.06
2010-9-26	18.29	7.62
2010-9-27	17.03	7.19
2010-9-28	18.82	5.91
2010-9-29	24.04	4.57
2010-9-30	24.06	6.02
2010-10-1	20.98	5.43
2010-10-2	12.66	7.12
2010-10-3	13.07	4.08
2010-10-4	16.65	4.1
2010-10-5	19.02	3.36
2010-10-6	23.03	5.7
2010-10-7	23.23	6.13
2010-10-8	27.04	3.67
2010-10-9	29.79	10.59
2010-10-10	30.14	9.62
2010-10-11	27.6	12.03
2010-10-12	24.02	10.57
2010-10-13	22.22	6.47
2010-10-14	18.88	5.05
2010-10-15	16.13	5.48
2010-10-16	18.86	2.77
2010-10-17	19.62	5.79
2010-10-18	15.21	3.86
2010-10-19	16.09	1.78
2010-10-20	20.57	2.71
2010-10-21	12.64	1.96
2010-10-22	16.52	-1.64
2010-10-23	20.19	8.92
2010-10-24	23.3	14.36
2010-10-25	23.63	16.38
2010-10-26	19.83	11.69
2010-10-27	19.76	10.93
2010-10-28	11.13	4.96
2010-10-29	11.94	0.86
2010-10-30	18.18	0.21
2010-10-31	10.63	-1.17
2010-11-1	11.4	-1.76
2010-11-2	11.61	-3.61
2010-11-3	8.99	-6.27
2010-11-4	9.78	-2.2
2010-11-5	5.59	-1.22
2010-11-6	6.08	-5.85
2010-11-7	13.81	-3.64
2010-11-8	19.67	-1.51
2010-11-9	19.65	0.04
2010-11-10	16.97	1.81
2010-11-11	20.46	4.03
2010-11-12	21.99	3.13
2010-11-13	20.79	1.73
2010-11-14	7.68	2.09
2010-11-15	11.38	-0.02
